,placeLabel,placeLabelE,heritage,longitude,latitude,UNESCO,image,wikicode,wiki_links,Nbwikis,LgWiki,LgWrdContent,NbPhotos,TotalWords
79,Synagogue Keren YÃ©choua de La Marsa,Keren Yechoua Synagogue,0,10.333323,36.884111,0,http://commons.wikimedia.org/wiki/Special:FilePath/Synagogue%20de%20la%20marsa.jpg,Q3507988,https://arz.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D9%83%D9%8A%D8%B1%D9%8A%D9%86_%D9%8A%D8%B4%D9%88%D8%B9; https://commons.wikimedia.org/wiki/Category:Keren_Yechoua_Synagogue; https://en.wikipedia.org/wiki/Synagogue_Keren_Y%C3%A9choua; https://fr.wikipedia.org/wiki/Synagogue_Keren_Y%C3%A9choua_de_La_Marsa; https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%A7%D7%A8%D7%9F_%D7%99%D7%A9%D7%95%D7%A2%D7%94,5.0,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%A7%D7%A8%D7%9F_%D7%99%D7%A9%D7%95%D7%A2%D7%94,58.0,8.0,29139.0
80,ThÃ©Ã¢tre municipal de Tunis,ThÃ©Ã¢tre municipal de Tunis,1,10.1808,36.7992,0,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20th%C3%A9%C3%A2tre%20de%20Tunis%20%283301451272%29.jpg,Q3527872,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B3%D8%B1%D8%AD_%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://arz.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B3%D8%B1%D8%AD_%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%89_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://commons.wikimedia.org/wiki/Category:Municipal_Theater_of_Tunis; https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_municipal_de_Tunis; https://es.wikipedia.org/wiki/Teatro_municipal_de_T%C3%BAnez; https://fa.wikipedia.org/wiki/%D8%AA%D8%A6%D8%A7%D8%AA%D8%B1_%D9%85%D9%84%DB%8C_%D8%AA%D9%88%D9%86%D8%B3; https://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_municipal_de_Tunis; https://tr.wikipedia.org/wiki/Tunus_Belediye_Tiyatrosu; https://uk.wikipedia.org/wiki/%D0%9C%D1%83%D0%BD%D1%96%D1%86%D0%B8%D0%BF%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D1%82%D0%B5%D0%B0%D1%82%D1%80_(%D0%A2%D1%83%D0%BD%D1%96%D1%81); https://zh.wikipedia.org/wiki/%E7%AA%81%E5%B0%BC%E6%96%AF%E5%B8%82%E7%AB%8B%E5%89%A7%E9%99%A2,10.0,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B3%D8%B1%D8%AD_%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A_%D8%A8%D8%AA%D9%88%D9%86%D8%B3,59.0,14.0,30902.0
81,Dar Daouletli,Dar Daouletli,1,10.1691029,36.7984191,1,http://commons.wikimedia.org/wiki/Special:FilePath/Dar%20Errachida%201.JPG,Q28496377,https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%AA%D9%84%D9%8A; https://commons.wikimedia.org/wiki/Category:Dar_Rachidia; https://en.wikipedia.org/wiki/Dar_Daouletli; https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%AF%D9%88%D9%84%D8%A7%D8%AA%D9%84%DB%8C; https://fr.wikipedia.org/wiki/Dar_Daouletli; https://tr.wikipedia.org/wiki/Dar%C3%BC%27d-Devletli,6.0,https://tr.wikipedia.org/wiki/Dar%C3%BC%27d-Devletli,163.0,10.0,40654.0
82,Tourbet Aziza Othmana,Tourbet Aziza Othmana,1,10.170948,36.7981224,1,http://commons.wikimedia.org/wiki/Special:FilePath/Aziza%20Othmana%202.jpg,Q42599559,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D8%A8%D8%A9_%D8%B9%D8%B2%D9%8A%D8%B2%D8%A9_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%D8%A9; https://arz.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D8%A8%D8%A9_%D8%B9%D8%B2%D9%8A%D8%B2%D9%87_%D8%B9%D8%AB%D9%85%D8%A7%D9%86; https://commons.wikimedia.org/wiki/Category:Tourba_Aziza_Othmana; https://en.wikipedia.org/wiki/Tourbet_Aziza_Othmana; https://fr.wikipedia.org/wiki/Tourbet_Aziza_Othmana; https://zh.wikipedia.org/wiki/%E9%98%BF%E5%90%89%E6%89%8E%C2%B7%E5%A5%A5%E6%96%AF%E6%9B%BC%E5%A2%93,6.0,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D8%A8%D8%A9_%D8%B9%D8%B2%D9%8A%D8%B2%D8%A9_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%D8%A9,105.0,6.0,3705.0
83,Souk El Blaghgia,Souk El Blaghgia,1,10.171243,36.797904,1,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%86%D8%AD%D8%A7%D9%8A%D8%B3%D9%8A%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%BA%D8%AC%D9%8A%D8%A9.jpg,Q12217333,https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D9%82_%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%BA%D8%AC%D9%8A%D8%A9; https://commons.wikimedia.org/wiki/Category:Souk_El_Blaghgia; https://en.wikipedia.org/wiki/Souk_El_Blaghgia; https://fr.wikipedia.org/wiki/Souk_El_Blaghgia,4.0,https://fr.wikipedia.org/wiki/Souk_El_Blaghgia,676.0,6.0,31602.0
84,MausolÃ©e Sidi KlaÃ¯,Zaouia of Sidi Klai,1,10.170387,36.797849,1,http://commons.wikimedia.org/wiki/Special:FilePath/Zaouia%20sidi%20klai%2008.jpg,Q29050742,https://ar.wikipedia.org/wiki/%D8%B2%D8%A7%D9%88%D9%8A%D8%A9_%D8%B3%D9%8A%D8%AF%D9%8A_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D8%B9%D9%8A; https://commons.wikimedia.org/wiki/Category:Zaouia_of_Sidi_Klai,2.0,https://ar.wikipedia.org/wiki/%D8%B2%D8%A7%D9%88%D9%8A%D8%A9_%D8%B3%D9%8A%D8%AF%D9%8A_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D8%B9%D9%8A,136.0,10.0,669.0
85,Dar El Bey,Dar El Bey,1,10.1689,36.7976,1,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20Ksar%20El%20Bey.jpg,Q3015932,https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D8%A8%D8%A7%D9%8A; https://commons.wikimedia.org/wiki/Category:Dar_El_Bey; https://en.wikipedia.org/wiki/Dar_El_Bey; https://es.wikipedia.org/wiki/Dar_El_Bey; https://fr.wikipedia.org/wiki/Dar_El_Bey; https://tr.wikipedia.org/wiki/Dar%C3%BC%27l-Bey,6.0,https://tr.wikipedia.org/wiki/Dar%C3%BC%27l-Bey,131.0,3.0,4002.0
86,MarchÃ© central de Tunis,Central Market (Tunis),0,10.17729,36.79741,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20March%C3%A9%20Central.jpg,Q38036728,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%88%D9%82_%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9_(%D8%AA%D9%88%D9%86%D8%B3); https://commons.wikimedia.org/wiki/Category:Central_Market_of_Tunis; https://fr.wikipedia.org/wiki/March%C3%A9_central_de_Tunis,3.0,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%88%D9%82_%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9_(%D8%AA%D9%88%D9%86%D8%B3),182.0,4.0,6614.0
87,MosquÃ©e Youssef Dey,Youssef Dey Mosque,1,10.1695,36.797,0,http://commons.wikimedia.org/wiki/Special:FilePath/MinaretMosqu%C3%A9eSidiYousefDey.JPG,Q3324887,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9_%D9%8A%D9%88%D8%B3%D9%81_%D8%AF%D8%A7%D9%8A; https://arz.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9_%D9%8A%D9%88%D8%B3%D9%81_%D8%AF%D8%A7%D9%89; https://bn.wikipedia.org/wiki/%E0%A6%87%E0%A6%89%E0%A6%B8%E0%A7%87%E0%A6%AB_%E0%A6%A6%E0%A7%87%E0%A6%87_%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6; https://ca.wikipedia.org/wiki/Mesquita_de_Yussef_Dey; https://commons.wikimedia.org/wiki/Category:Youssef_Dey_Mosque; https://en.wikipedia.org/wiki/Youssef_Dey_Mosque; https://fr.wikipedia.org/wiki/Mosqu%C3%A9e_Youssef_Dey; https://pnb.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%D8%AF%D8%A7%DB%8C_%D9%85%D8%B3%D8%AC%D8%AF; https://rw.wikipedia.org/wiki/Umusigiti_wa_Youssef_Dey; https://tr.wikipedia.org/wiki/Yusuf_Day%C4%B1_Camii; https://ur.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%D8%AF%D8%A7%DB%8C_%D9%85%D8%B3%D8%AC%D8%AF,11.0,,0.0,14.0,22026.0
88,L'Ãtoile du Nord,TheÃ¢tre de l'Ãtoile du Nord,0,10.1842,36.7975,0,http://commons.wikimedia.org/wiki/Special:FilePath/T%20Etoile%20du%20Nord%20Tunis.JPG,Q551863,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%B1%D8%AD_%D9%86%D8%AC%D9%85%D8%A9_%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84; https://en.wikipedia.org/wiki/The%C3%A2tre_de_l%27%C3%89toile_du_Nord; https://es.wikipedia.org/wiki/Teatro_de_la_Estrella_del_Norte; https://fr.wikipedia.org/wiki/L%27%C3%89toile_du_Nord_(Tunis),4.0,https://en.wikipedia.org/wiki/The%C3%A2tre_de_l%27%C3%89toile_du_Nord,480.0,2.0,8792.0
89,MusÃ©e de la poste,Postal Museum,0,10.1785,36.7966,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunisie%20Mus%C3%A9e%20de%20la%20Poste.jpg,Q3330061,https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF_(%D8%AA%D9%88%D9%86%D8%B3); https://commons.wikimedia.org/wiki/Category:Postal_Museum_(Tunis); https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_la_poste_(Tunisie),3.0,https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF_(%D8%AA%D9%88%D9%86%D8%B3),126.0,5.0,11417.0
90,Souk Es Sekajine,Souk Es Sekajine,1,10.168642,36.795824,1,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B5%D8%A7%D9%86%D8%B9%20%D8%B5%D8%A7%D9%8A%D8%BA%D9%8A%20.jpg,Q22315731,https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D9%82_%D8%A7%D9%84%D8%B3%D9%83%D8%A7%D8%AC%D9%8A%D9%86; https://commons.wikimedia.org/wiki/Category:Souk_Es_Sekajine; https://en.wikipedia.org/wiki/Souk_Es_Sekajine; https://fr.wikipedia.org/wiki/Souk_Es_Sekajine,4.0,https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D9%82_%D8%A7%D9%84%D8%B3%D9%83%D8%A7%D8%AC%D9%8A%D9%86,166.0,5.0,3871.0
91,Tourba de Hussein Ier Bey,Tourba of Hussein Ier Bey,1,10.173524,36.794753,1,http://commons.wikimedia.org/wiki/Special:FilePath/Mausol%C3%A9e%20de%20Sidi%20Kacem%20El%20Sbabti%20photo%205%20%D8%AA%D8%B1%D8%A8%D8%A9%20%D8%B3%D9%8A%D8%AF%D9%8A%20%D9%82%D8%A7%D8%B3%D9%85%20%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D8%A8%D8%B7%D9%8A.jpg,Q33133888,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D8%A8%D8%A9_%D8%AD%D8%B3%D9%8A%D9%86_%D8%A8%D8%A7%D9%8A_%D8%A7%D9%84%D8%A3%D9%88%D9%84; https://commons.wikimedia.org/wiki/Category:Tourbet_Sidi_Kacem_es-Sbabti; https://fr.wikipedia.org/wiki/Tourba_de_Hussein_Ier_Bey,3.0,https://fr.wikipedia.org/wiki/Tourba_de_Hussein_Ier_Bey,247.0,5.0,7802.0
92,Immeuble La Nationale,La Nationale Building,0,10.1779,36.7953,0,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20de%20la%20nationale%20%28Tunis%29.jpg,Q52420208,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%B1%D8%A9_%D9%84%D8%A7%D9%86%D8%A7%D8%B3%D9%8A%D9%88%D9%86%D8%A7%D9%84; https://fr.wikipedia.org/wiki/Immeuble_La_Nationale_(Tunis),2.0,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%B1%D8%A9_%D9%84%D8%A7%D9%86%D8%A7%D8%B3%D9%8A%D9%88%D9%86%D8%A7%D9%84,179.0,4.0,8271.0
93,Tourba d'Ahmed Khodja,Tourba of Ahmed Khodja,1,10.16883,36.79734,1,http://commons.wikimedia.org/wiki/Special:FilePath/Tourbet%20Hafiz%20Khouja%2C%20Tunis%2C%2021%20septembre%202013.jpg,Q23900962,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D8%A8%D8%A9_%D8%A3%D8%AD%D9%85%D8%AF_%D8%AE%D9%88%D8%AC%D8%A9; https://commons.wikimedia.org/wiki/Category:Tourba_Hafiz_Khouja; https://fr.wikipedia.org/wiki/Tourba_d%27Ahmed_Khodja,3.0,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D8%A8%D8%A9_%D8%A3%D8%AD%D9%85%D8%AF_%D8%AE%D9%88%D8%AC%D8%A9,102.0,5.0,523.0
94,MosquÃ©e Tronja,Mosque of Tronja,1,10.173488,36.803824,1,http://commons.wikimedia.org/wiki/Special:FilePath/Mosqu%C3%A9e%20Tronja%20photo6%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%AA%D8%B1%D9%86%D8%AC%D8%A9.jpg,Q28063883,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%AA%D8%B1%D9%86%D8%AC%D8%A9; https://arz.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%AA%D8%B1%D9%86%D8%AC%D9%87; https://commons.wikimedia.org/wiki/Category:Tronja_Mosque; https://en.wikipedia.org/wiki/Tronja_Mosque; https://fr.wikipedia.org/wiki/Mosqu%C3%A9e_Tronja,5.0,https://en.wikipedia.org/wiki/Tronja_Mosque,676.0,6.0,2261.0
95,Ãglise anglicane Saint-Georges de Tunis,"St Georgeâs Anglican Church, Tunis",0,10.1736,36.8032,0,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D1%86%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C%20-%20panoramio%20%282%29.jpg,Q3585457,"https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%AC%D9%88%D8%B1%D8%AC_%D8%A7%D9%84%D8%A3%D9%86%D8%AC%D9%84%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D8%A9_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://commons.wikimedia.org/wiki/Category:St_George%E2%80%99s_Anglican_Church,_Tunis; https://fr.wikipedia.org/wiki/%C3%89glise_anglicane_Saint-Georges_de_Tunis; https://nl.wikipedia.org/wiki/Sint-Joriskerk_(Tunis,_anglicaans)",4.0,https://fr.wikipedia.org/wiki/%C3%89glise_anglicane_Saint-Georges_de_Tunis,470.0,2.0,810.0
96,MusÃ©e de la monnaie,Currency Museum,0,10.1854,36.8046,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20Mus%C3%A9e%20Monnaie.JPG,Q3330043,https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A9_(%D8%AA%D9%88%D9%86%D8%B3); https://commons.wikimedia.org/wiki/Category:Currency_Museum_(Tunis); https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_la_monnaie_(Tunisie); https://hy.wikipedia.org/wiki/%D4%B9%D5%B8%D6%82%D5%B6%D5%AB%D5%BD%D5%AB_%D6%83%D5%B8%D5%B2%D5%AB_%D5%A9%D5%A1%D5%B6%D5%A3%D5%A1%D6%80%D5%A1%D5%B6; https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9_%D0%B4%D0%B5%D0%BD%D0%B5%D0%B3_(%D0%A2%D1%83%D0%BD%D0%B8%D1%81),5.0,https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A9_(%D8%AA%D9%88%D9%86%D8%B3),359.0,7.0,3373.0
97,Dar Lasram,Dar Lasram,1,10.16812,36.80207,1,http://commons.wikimedia.org/wiki/Special:FilePath/Dar%20lasram%2C%20patio.jpg,Q3015946,https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D8%A3%D8%B5%D8%B1%D9%85; https://commons.wikimedia.org/wiki/Category:Dar_Lasram; https://en.wikipedia.org/wiki/Dar_Lasram; https://es.wikipedia.org/wiki/Dar_Lasram; https://fr.wikipedia.org/wiki/Dar_Lasram,5.0,https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D8%A3%D8%B5%D8%B1%D9%85,290.0,12.0,4779.0
98,Synagogue de la Hara,El Hara Synagogue,1,10.170046,36.802484,1,http://commons.wikimedia.org/wiki/Special:FilePath/Grande%20Synagogue%20de%20la%20Hara%20de%20Tunis.jpg,Q28921577,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%A9; https://arz.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D9%87; https://commons.wikimedia.org/wiki/Category:El_Hara_Synagogue; https://fr.wikipedia.org/wiki/Synagogue_de_la_Hara; https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%97%D7%90%D7%A8%D7%94,5.0,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%A9,99.0,4.0,2809.0
99,Tour de la nation,Nation Tower,0,10.186468,36.80347,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunisie%20Si%C3%A8ge%20du%20RCD.jpg,Q29059648,"https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%B1%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86_(%D8%AA%D9%88%D9%86%D8%B3); https://commons.wikimedia.org/wiki/Category:Constitutional_Democratic_Rally_headquarters,_Tunis; https://en.wikipedia.org/wiki/Tour_de_la_nation; https://fr.wikipedia.org/wiki/Tour_de_la_nation",4.0,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%B1%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86_(%D8%AA%D9%88%D9%86%D8%B3),86.0,2.0,5928.0
100,Palais Kheireddine,Palace of Kheireddine,1,10.16853333,36.80160556,1,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20Palais%20Kheireddine.jpg,Q26251976,https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%AE%D9%8A%D8%B1_%D8%A7%D9%84%D8%AF%D9%8A%D9%86; https://commons.wikimedia.org/wiki/Category:Kheireddine_Palace_(Tunis); https://en.wikipedia.org/wiki/Hayreddin_Palace; https://fr.wikipedia.org/wiki/Palais_Kheireddine_(Tunis); https://tr.wikipedia.org/wiki/Hayreddin_Saray%C4%B1,5.0,https://en.wikipedia.org/wiki/Hayreddin_Palace,284.0,6.0,3941.0
101,Synagogue Or-Thora de Tunis,Or Thora Synagogue,1,10.169655,36.801463,1,http://commons.wikimedia.org/wiki/Special:FilePath/Orthoratunis.jpg,Q23927335,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D8%A3%D9%88%D8%B1_%D8%AA%D9%88%D8%B1%D8%A7_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://arz.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3_%D8%A3%D9%88%D8%B1_%D8%AA%D9%88%D8%B1%D8%A7_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://commons.wikimedia.org/wiki/Category:Or_Thora_Synagogue_(Tunis); https://en.wikipedia.org/wiki/Or_Thora_Synagogue_(Tunis); https://fr.wikipedia.org/wiki/Synagogue_Or-Thora_de_Tunis; https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%90%D7%95%D7%A8_%D7%AA%D7%95%D7%A8%D7%94_(%D7%AA%D7%95%D7%A0%D7%99%D7%A1),6.0,https://fr.wikipedia.org/wiki/Synagogue_Or-Thora_de_Tunis,249.0,4.0,4515.0
102,MusÃ©e des finances,Finance Museum,0,10.1783,36.8013,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunisia189.jpg,Q2754197,https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A%D8%A9; https://commons.wikimedia.org/wiki/Category:Finance_Museum_(Tunis); https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_finances,3.0,https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_finances,1626.0,5.0,2395.0
103,MusÃ©e national de la mÃ©decine,National Medicine Museum,0,10.163023,36.802048,0,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20m%C3%A9decine%20Tunis.JPG,Q3330718,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D8%B7%D8%A8_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://fr.wikipedia.org/wiki/Mus%C3%A9e_national_de_la_m%C3%A9decine,2.0,https://fr.wikipedia.org/wiki/Mus%C3%A9e_national_de_la_m%C3%A9decine,1621.0,5.0,7127.0
104,Souk Edabaghine,Souk Edabaghine,1,10.176753,36.800921,1,http://commons.wikimedia.org/wiki/Special:FilePath/RUetan.JPG,Q12248968,https://en.wikipedia.org/wiki/Souk_Edabaghine; https://fr.wikipedia.org/wiki/Souk_Edabaghine,2.0,https://en.wikipedia.org/wiki/Souk_Edabaghine,536.0,4.0,19755.0
105,Ãglise orthodoxe russe de Tunis,Russian Orthodox Church in Tunis,0,10.185729,36.802147,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20Eglise%20Russe.JPG,Q3586060,"https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D8%A3%D8%B1%D8%AB%D9%88%D8%B0%D9%83%D8%B3%D9%8A%D8%A9_%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9_%D8%A8%D8%AA%D9%88%D9%86%D8%B3; https://commons.wikimedia.org/wiki/Category:Resurrection_Orthodox_church_in_Tunis; https://en.wikipedia.org/wiki/Russian_Orthodox_Church,_Tunis; https://es.wikipedia.org/wiki/Iglesia_ortodoxa_rusa_de_T%C3%BAnez; https://fr.wikipedia.org/wiki/%C3%89glise_de_la_R%C3%A9surrection_de_Tunis; https://hy.wikipedia.org/wiki/%D5%94%D6%80%D5%AB%D5%BD%D5%BF%D5%B8%D5%BD%D5%AB_%D5%80%D5%A1%D6%80%D5%B8%D6%82%D5%A9%D5%B5%D5%A1%D5%B6_%D5%BF%D5%A1%D5%B3%D5%A1%D6%80_(%D4%B9%D5%B8%D6%82%D5%B6%D5%AB%D5%BD); https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%B0_(%D0%A2%D1%83%D0%BD%D0%B8%D1%81); https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0_%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D1%96%D0%BD%D0%BD%D1%8F_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE_(%D0%A2%D1%83%D0%BD%D1%96%D1%81)",8.0,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D8%A3%D8%B1%D8%AB%D9%88%D8%B0%D9%83%D8%B3%D9%8A%D8%A9_%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9_%D8%A8%D8%AA%D9%88%D9%86%D8%B3,63.0,4.0,18742.0
106,Ãglise Sainte-Monique du Bardo,Saint Monica Church (Bardo),0,10.13854167,36.81021111,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20du%20Bardo.jpg,Q30121058,https://commons.wikimedia.org/wiki/Category:Saint_Monica_Church_(Le_Bardo); https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Monique_du_Bardo,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Monique_du_Bardo,904.0,5.0,4218.0
