,placeLabel,placeLabelE,heritage,longitude,latitude,UNESCO,image,wikicode,wiki_links,Nbwikis,LgWiki,LgWrdContent,NbPhotos,TotalWords
0,Ãglise Saint-Alexandre-Nevski de Bizerte,Saint Alexander Nevsky Orthodox church in Bizerte,0,9.863555555,37.26758056,0,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89glise%20Saint-Alexandre-Nevski%20de%20Bizerte.jpg,Q3580827,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%A3%D9%84%D9%83%D8%B3%D9%86%D8%AF%D8%B1_%D9%86%D9%8A%D9%81%D9%8A%D8%B3%D9%83%D9%8A_%D8%A8%D8%A8%D9%86%D8%B2%D8%B1%D8%AA; https://arz.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%A3%D9%84%D9%83%D8%B3%D9%86%D8%AF%D8%B1_%D9%86%D9%8A%D9%81%D9%8A%D8%B3%D9%83%D9%89_%D8%A8%D8%A8%D9%86%D8%B2%D8%B1%D8%AA; https://commons.wikimedia.org/wiki/Category:Saint_Alexander_Nevsky_Orthodox_church_in_Bizerte; https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Alexandre-Nevski_de_Bizerte; https://pl.wikipedia.org/wiki/Cerkiew_%C5%9Bw._Aleksandra_Newskiego_w_Bizercie; https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%9D%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_(%D0%91%D0%B8%D0%B7%D0%B5%D1%80%D1%82%D0%B0),6.0,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%A3%D9%84%D9%83%D8%B3%D9%86%D8%AF%D8%B1_%D9%86%D9%8A%D9%81%D9%8A%D8%B3%D9%83%D9%8A_%D8%A8%D8%A8%D9%86%D8%B2%D8%B1%D8%AA,116.0,4.0,52795.0
1,Stade du 15-Octobre,Stadium 15 October,0,9.865583,37.278923,0,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20de%20bizerte.jpg,Q2740479,https://ar.wikipedia.org/wiki/%D9%85%D9%84%D8%B9%D8%A8_15_%D8%A3%D9%83%D8%AA%D9%88%D8%A8%D8%B1; https://ca.wikipedia.org/wiki/Estadi_15_d%27Octubre; https://commons.wikimedia.org/wiki/Category:Stade_15_Octobre; https://de.wikipedia.org/wiki/Stadion_des_15._Oktober; https://en.wikipedia.org/wiki/15_October_Stadium; https://es.wikipedia.org/wiki/Stade_15_Octobre; https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D8%B2%D8%B4%DA%AF%D8%A7%D9%87_%DB%B1%DB%B5_%D8%A7%DA%A9%D8%AA%D8%A8%D8%B1; https://fi.wikipedia.org/wiki/Stade_15_Octobre; https://fr.wikipedia.org/wiki/Stade_du_15-Octobre; https://nl.wikipedia.org/wiki/15_Oktober_Stadion; https://pl.wikipedia.org/wiki/Stadion_15_Pa%C5%BAdziernika; https://pt.wikipedia.org/wiki/Est%C3%A1dio_15_de_Outubro; https://sw.wikipedia.org/wiki/Uwanja_wa_michezo_wa_15_Oktoba,13.0,https://fi.wikipedia.org/wiki/Stade_15_Octobre,85.0,2.0,1277.0
2,Ãglise Sainte-ThÃ©rÃ¨se de l'Enfant JÃ©sus de Ferryville,Saint ThÃ©rÃ¨se of Lisieux Church (Ferryville),0,9.79369444,37.15803056,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20de%20Ferryville.jpg,Q30518714,https://commons.wikimedia.org/wiki/Category:Saint_Th%C3%A9r%C3%A8se_of_Lisieux_Church_(Ferryville); https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Th%C3%A9r%C3%A8se-de-l%27Enfant-J%C3%A9sus_de_Ferryville,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Th%C3%A9r%C3%A8se-de-l%27Enfant-J%C3%A9sus_de_Ferryville,1727.0,10.0,3657.0
3,Utique,Utica,0,10.06225833,37.05652778,0,http://commons.wikimedia.org/wiki/Special:FilePath/TUNISIE%20UTIQUE%2005.JPG,Q166523,"https://ar.wikipedia.org/wiki/%D8%A3%D9%88%D8%AA%D9%8A%D9%83; https://arz.wikipedia.org/wiki/%D8%A7%D9%88%D8%AA%D9%8A%D9%83; https://be.wikipedia.org/wiki/%D0%A3%D1%82%D1%8B%D0%BA%D0%B0; https://bg.wikipedia.org/wiki/%D0%A3%D1%82%D0%B8%D0%BA%D0%B0; https://ca.wikipedia.org/wiki/%C3%9Atica; https://cs.wikipedia.org/wiki/Utica; https://cy.wikipedia.org/wiki/Utica,_Tiwnisia; https://da.wikipedia.org/wiki/Utica_(Tunesien); https://de.wikipedia.org/wiki/Utica_(Tunesien); https://el.wikipedia.org/wiki/%CE%99%CF%84%CF%8D%CE%BA%CE%B7; https://en.wikipedia.org/wiki/Utica,_Tunisia; https://es.wikipedia.org/wiki/%C3%9Atica; https://et.wikipedia.org/wiki/Utica; https://eu.wikipedia.org/wiki/Utika; https://fr.wikipedia.org/wiki/Utique; https://fy.wikipedia.org/wiki/Utika_(Tuneezje); https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%98%D7%99%D7%A7%D7%94; https://it.wikipedia.org/wiki/Utica_(citt%C3%A0_antica); https://ja.wikipedia.org/wiki/%E3%82%A6%E3%83%86%E3%82%A3%E3%82%AB; https://la.wikipedia.org/wiki/Utica_(Tunesia); https://nl.wikipedia.org/wiki/Utica_(Tunesi%C3%AB); https://pl.wikipedia.org/wiki/Utyka; https://pt.wikipedia.org/wiki/%C3%9Atica; https://ro.wikipedia.org/wiki/Utica; https://ru.wikipedia.org/wiki/%D0%A3%D1%82%D0%B8%D0%BA%D0%B0; https://sh.wikipedia.org/wiki/Utika; https://sl.wikipedia.org/wiki/Utika; https://sv.wikipedia.org/wiki/Utica,_Tunisien; https://tr.wikipedia.org/wiki/Utica,_Tunus; https://uk.wikipedia.org/wiki/%D0%A3%D1%82%D1%96%D0%BA%D0%B0; https://vi.wikipedia.org/wiki/Utica,_Tunisia; https://zh.wikipedia.org/wiki/%E4%B9%8C%E6%8F%90%E5%8D%A1_(%E7%AA%81%E5%B0%BC%E6%96%AF)",32.0,https://be.wikipedia.org/wiki/%D0%A3%D1%82%D1%8B%D0%BA%D0%B0,304.0,3.0,39297.0
4,Hippone,Hippo Regius,0,7.75,36.8825,0,http://commons.wikimedia.org/wiki/Special:FilePath/Hippo%20Regius%20Algeria.jpg,Q858024,https://ar.wikipedia.org/wiki/%D9%87%D9%8A%D8%A8%D9%88%D9%86_(%D9%85%D8%AF%D9%8A%D9%86%D8%A9); https://be.wikipedia.org/wiki/%D0%93%D1%96%D0%BF%D0%BE%D0%BD; https://ca.wikipedia.org/wiki/Hipona; https://de.wikipedia.org/wiki/Hippo_Regius; https://en.wikipedia.org/wiki/Hippo_Regius; https://eo.wikipedia.org/wiki/Hippo_Regius; https://es.wikipedia.org/wiki/Hipona; https://fa.wikipedia.org/wiki/%D9%87%DB%8C%D9%BE%D9%88_%D8%B1%DA%AF%DB%8C%D9%88%D8%B3; https://fr.wikipedia.org/wiki/Hippone; https://fy.wikipedia.org/wiki/Hippo_Regius; https://hu.wikipedia.org/wiki/Hippo_Regius; https://id.wikipedia.org/wiki/Hippo_Regius; https://it.wikipedia.org/wiki/Ippona; https://ko.wikipedia.org/wiki/%ED%9E%88%ED%8F%AC_%EB%A0%88%EA%B8%B0%EC%9A%B0%EC%8A%A4; https://mg.wikipedia.org/wiki/Hip%C3%B4na; https://nl.wikipedia.org/wiki/Hippo_Regius; https://nn.wikipedia.org/wiki/Hippo_Regius; https://no.wikipedia.org/wiki/Hippo_Regius; https://oc.wikipedia.org/wiki/Ip%C3%B2na; https://pt.wikipedia.org/wiki/Hipona; https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%BF%D0%BF%D0%BE%D0%BD; https://sh.wikipedia.org/wiki/Hipon; https://sr.wikipedia.org/wiki/%D0%A5%D0%B8%D0%BF%D0%BE%D0%BD; https://sv.wikipedia.org/wiki/Hippo_Regius; https://tr.wikipedia.org/wiki/Hippo_Regius; https://uk.wikipedia.org/wiki/%D0%93%D1%96%D0%BF%D0%BF%D0%BE%D0%BD_%D0%A6%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9; https://vi.wikipedia.org/wiki/Hippo_Regius; https://zh.wikipedia.org/wiki/%E5%B8%8C%E6%B3%A2%E5%9F%8E,28.0,https://eo.wikipedia.org/wiki/Hippo_Regius,254.0,4.0,54931.0
5,Ãglise Sainte-FÃ©licitÃ© et Sainte-PerpÃ©tue de Tebourba,Public Library of Tebourba,1,9.843391,36.827597,0,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89glise%20t%C3%A9bourba.JPG,Q29959037,https://commons.wikimedia.org/wiki/Category:Public_Library_of_Tebourba; https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-F%C3%A9licit%C3%A9-et-Sainte-Perp%C3%A9tue_de_Tebourba,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-F%C3%A9licit%C3%A9-et-Sainte-Perp%C3%A9tue_de_Tebourba,1776.0,10.0,1776.0
6,Parc Ennahli,Ennahli Park,0,10.1598915,36.88524242,0,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20nahli%20Tunis.jpg,Q12245250,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%B2%D9%87_%D8%A7%D9%84%D9%86%D8%AD%D9%84%D9%8A_(%D8%AA%D9%88%D9%86%D8%B3); https://commons.wikimedia.org/wiki/Category:Nahli_Park; https://fr.wikipedia.org/wiki/Parc_Ennahli,3.0,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%B2%D9%87_%D8%A7%D9%84%D9%86%D8%AD%D9%84%D9%8A_(%D8%AA%D9%88%D9%86%D8%B3),67.0,4.0,4292.0
7,Palais des sports d'El Menzah,El Menzah Sports Palace,0,10.1829,36.8361,0,http://commons.wikimedia.org/wiki/Special:FilePath/PalaisSportsElMenzahMai2012.jpg,Q3361138,https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9_%D8%A8%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%87; https://commons.wikimedia.org/wiki/Category:Sports_Palace_of_El_Menzah; https://en.wikipedia.org/wiki/El_Menzah_Sports_Palace; https://es.wikipedia.org/wiki/Palacio_de_Deportes_de_El_Menzah; https://fr.wikipedia.org/wiki/Palais_des_sports_d%27El_Menzah,5.0,https://en.wikipedia.org/wiki/El_Menzah_Sports_Palace,619.0,3.0,49907.0
8,Koubba,Koubba,1,10.170877,36.820908,0,http://commons.wikimedia.org/wiki/Special:FilePath/Kobet%20el%20hawa%20-%20Belveder.JPG,Q26404233,https://ar.wikipedia.org/wiki/%D9%82%D8%A8%D8%A9_%D8%A7%D9%84%D9%87%D9%88%D8%A7%D8%A1; https://commons.wikimedia.org/wiki/Category:Koubba,2.0,https://ar.wikipedia.org/wiki/%D9%82%D8%A8%D8%A9_%D8%A7%D9%84%D9%87%D9%88%D8%A7%D8%A1,78.0,3.0,250.0
9,Ãglise Saint-Michel de Franceville,Saint Michael Church (Franceville),0,10.16681389,36.814525,0,http://commons.wikimedia.org/wiki/Special:FilePath/Egilse%20de%20Franceville.jpg,Q31461917,https://commons.wikimedia.org/wiki/Category:Saint_Michael_Church_(Franceville); https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Michel_de_Franceville,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Michel_de_Franceville,1448.0,8.0,49288.0
10,Salle Mohamed-Zouaoui,Salle Mohamed Zouaoui,0,10.1864,36.8141,0,http://commons.wikimedia.org/wiki/Special:FilePath/Salle%20Zouaoui.jpg,Q3469875,https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D8%B9%D8%A9_%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B2%D9%88%D8%A7%D9%88%D9%8A; https://commons.wikimedia.org/wiki/Category:Salle_Mohamed_Zouaoui; https://fr.wikipedia.org/wiki/Salle_Mohamed-Zouaoui,3.0,https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D8%B9%D8%A9_%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B2%D9%88%D8%A7%D9%88%D9%8A,103.0,3.0,2636.0
11,Bab El Khadra,Bab El Khadra,1,10.1735,36.80923,1,http://commons.wikimedia.org/wiki/Special:FilePath/TUNISI.bab.el.khadra.JPG,Q2877685,https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D8%AE%D8%B6%D8%B1%D8%A7%D8%A1; https://arz.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D8%AE%D8%B6%D8%B1%D8%A7; https://commons.wikimedia.org/wiki/Category:Bab_El_Khadra; https://en.wikipedia.org/wiki/Bab_el_Khadra; https://fr.wikipedia.org/wiki/Bab_El_Khadra; https://nl.wikipedia.org/wiki/Bab_el_Khadra,6.0,https://arz.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D8%AE%D8%B6%D8%B1%D8%A7,58.0,4.0,13550.0
12,Bab Saadoun,Bab Saadoun,1,10.15902778,36.80868056,1,http://commons.wikimedia.org/wiki/Special:FilePath/Bab%20Saadoun%20Tunis.JPG,Q431322,https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%B3%D8%B9%D8%AF%D9%88%D9%86; https://arz.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%B3%D8%B9%D8%AF%D9%88%D9%86; https://commons.wikimedia.org/wiki/Category:Bab_Saadoun; https://en.wikipedia.org/wiki/Bab_Saadoun; https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%D9%88%D8%A7%D8%B2%D9%87_%D8%B3%D8%B9%D8%AF%D9%88%D9%86; https://fr.wikipedia.org/wiki/Bab_Saadoun; https://nl.wikipedia.org/wiki/Bab_Saadoun; https://tr.wikipedia.org/wiki/Bab_Sa%27dun,8.0,,0.0,7.0,15754.0
13,Ãglise du SacrÃ©-CÅur de Tunis,Sacred Heart Church (Tunis),0,10.174377,36.806179,0,http://commons.wikimedia.org/wiki/Special:FilePath/L%27%C3%A9glise%20du%20Sacr%C3%A9-Coeur%20de%20Tunis%20photo%207%20%D9%83%D9%86%D9%8A%D8%B3%D8%A9%20%D8%B3%D9%8A%D8%AF%D9%8A%20%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A.jpg,Q24951158,https://commons.wikimedia.org/wiki/Category:Sacred_Heart_Church_(Tunis); https://fr.wikipedia.org/wiki/%C3%89glise_du_Sacr%C3%A9-C%C5%93ur_de_Tunis,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_du_Sacr%C3%A9-C%C5%93ur_de_Tunis,1375.0,6.0,4011.0
14,Bab Souika,Bab Souika,1,10.168221,36.805126,1,http://commons.wikimedia.org/wiki/Special:FilePath/Babsouika%201890.jpg,Q2118029,https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D9%82%D8%A9; https://arz.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D9%82%D9%87; https://commons.wikimedia.org/wiki/Category:Bab_Souika; https://de.wikipedia.org/wiki/Bab_Souika; https://en.wikipedia.org/wiki/Bab_Souika; https://fr.wikipedia.org/wiki/Bab_Souika; https://nl.wikipedia.org/wiki/Bab_Souika; https://tr.wikipedia.org/wiki/Bab_Sevike,8.0,https://en.wikipedia.org/wiki/Bab_Souika,233.0,0.0,14941.0
15,Ãglise Sainte-Anne de la PÃªcherie,Saint Anne Church (La PÃªcherie),0,9.841305555,37.25577778,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20de%20la%20P%C3%AAcherie.jpg,Q50761810,https://commons.wikimedia.org/wiki/Category:Saint_Anne_Church_(La_P%C3%AAcherie); https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Anne_de_La_P%C3%AAcherie,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Anne_de_La_P%C3%AAcherie,1327.0,6.0,9286.0
16,Ãglise Notre-Dame de France de Bizerte,Our Lady of France Church Notre-Dame (Bizerte),0,9.87400556,37.271425,0,http://commons.wikimedia.org/wiki/Special:FilePath/Notre%20Dame%20de%20France%20de%20Bizerte.jpg,Q30401365,https://commons.wikimedia.org/wiki/Category:Our_Lady_of_France_Church_(Bizerte); https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-France_de_Bizerte,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-France_de_Bizerte,1847.0,7.0,6139.0
17,ÃcomusÃ©e de lâIchkeul,Ichkeul Ecomuseum,1,9.692613,37.138342,1,http://commons.wikimedia.org/wiki/Special:FilePath/Ichkeul%20elmezyena%2047.jpg,Q95491290,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A_%D8%A8%D8%A5%D8%B4%D9%83%D9%84; https://commons.wikimedia.org/wiki/Category:Ecomuseum_of_the_Ichkeul_National_Park; https://fr.wikipedia.org/wiki/%C3%89comus%C3%A9e_de_l%27Ichkeul,3.0,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A_%D8%A8%D8%A5%D8%B4%D9%83%D9%84,297.0,3.0,12591.0
18,Maison de la cascade,House of the Cascade,0,10.0622,37.0566,0,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20ruines%20d%27Utique%2011.jpg,Q5915586,https://commons.wikimedia.org/wiki/Category:House_of_the_Cascade; https://en.wikipedia.org/wiki/House_of_the_Cascade,2.0,https://en.wikipedia.org/wiki/House_of_the_Cascade,1192.0,1.0,1192.0
19,Ãglise de Mateur,Mateur church,0,9.667821,37.038121,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20de%20Mateur.jpg,Q30300152,https://commons.wikimedia.org/wiki/Category:Mateur_church; https://fr.wikipedia.org/wiki/%C3%89glise_de_Mateur,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_de_Mateur,1075.0,8.0,3118.0
20,MusÃ©e national d'Utique,Utica National Museum,0,10.058552,37.052067,0,http://commons.wikimedia.org/wiki/Special:FilePath/Tunis%20Utique%20Mus%C3%A9e.JPG,Q3330675,"https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D8%A8%D8%A3%D9%88%D8%AA%D9%8A%D9%83; https://commons.wikimedia.org/wiki/Category:Museum_of_Utica,_Tunisia; https://en.wikipedia.org/wiki/Utica_National_Museum; https://es.wikipedia.org/wiki/Museo_Nacional_de_Utica; https://fr.wikipedia.org/wiki/Mus%C3%A9e_national_d%27Utique",5.0,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D8%A8%D8%A3%D9%88%D8%AA%D9%8A%D9%83,100.0,5.0,3621.0
21,Ãglise Sainte-Maxime de Tabarka,Saint Maximus of Tabarka Church (Tabarka),1,8.754916667,36.95585278,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20de%20Tabarka.jpg,Q30167295,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%B3%D8%A7%D9%86_%D9%85%D8%A7%D9%83%D8%B3%D9%8A%D9%85_%D8%B7%D8%A8%D8%B1%D9%82%D8%A9; https://commons.wikimedia.org/wiki/Category:Saint_Maximus_of_Tabarka_Church_(Tabarka); https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Maxime_de_Tabarka,3.0,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Maxime_de_Tabarka,1229.0,3.0,25297.0
22,MosquÃ©e de Sidi Bou Merouane,MosquÃ©e de Sidi Bou Merouane,0,7.764599,36.898874,0,http://commons.wikimedia.org/wiki/Special:FilePath/Mosqu%C3%A9e%20de%20Sidi%20Bou%20Merouane.jpg,Q3324910,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%A3%D8%A8%D9%88_%D9%85%D8%B1%D9%88%D8%A7%D9%86_%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81; https://commons.wikimedia.org/wiki/Category:Mosqu%C3%A9e_de_Sidi_Bou_Merouane; https://fr.wikipedia.org/wiki/Mosqu%C3%A9e_de_Sidi_Bou_Merouane,3.0,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%A3%D8%A8%D9%88_%D9%85%D8%B1%D9%88%D8%A7%D9%86_%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81,154.0,2.0,27956.0
23,MosquÃ©e Salah Bey,Salah Bey Mosque,0,7.7602235,36.8990262,0,http://commons.wikimedia.org/wiki/Special:FilePath/Mezquita%20El%20Bey.jpg,Q3324876,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%B5%D8%A7%D9%84%D8%AD_%D8%A8%D8%A7%D9%8A_%D8%B9%D9%86%D8%A7%D8%A8%D8%A9; https://arz.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%B5%D8%A7%D9%84%D8%AD_%D8%A8%D8%A7%D9%89_%D8%B9%D9%86%D8%A7%D8%A8%D9%87; https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%B9_%E0%A6%AC%E0%A7%87_%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6; https://commons.wikimedia.org/wiki/Category:Salah_Bey_Mosque; https://en.wikipedia.org/wiki/Salah_Bey_Mosque; https://fr.wikipedia.org/wiki/Mosqu%C3%A9e_Salah-Bey,6.0,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%B9_%E0%A6%AC%E0%A7%87_%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6,60.0,2.0,1654.0
24,MusÃ©e archÃ©ologique de Kerkouane,Kerkouane Archaeological Museum,0,11.098268,36.947035,0,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20Kerkouane%2001.jpg,Q3329437,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D8%AB%D8%B1%D9%8A_%D8%A8%D9%83%D8%B1%D9%83%D9%88%D8%A7%D9%86; https://ckb.wikipedia.org/wiki/%D9%85%DB%86%D8%B2%DB%95%D8%AE%D8%A7%D9%86%DB%95%DB%8C_%D8%B4%D9%88%DB%8E%D9%86%DB%95%D9%88%D8%A7%D8%B1%DB%8C_%DA%A9%DB%95%D8%B1%DA%A9%D9%88%D8%A7%D9%86; https://commons.wikimedia.org/wiki/Category:Archaeological_Museum_of_Kerkouane; https://en.wikipedia.org/wiki/Kerkouane_Archaeological_Museum; https://fr.wikipedia.org/wiki/Mus%C3%A9e_arch%C3%A9ologique_de_Kerkouane,5.0,https://ckb.wikipedia.org/wiki/%D9%85%DB%86%D8%B2%DB%95%D8%AE%D8%A7%D9%86%DB%95%DB%8C_%D8%B4%D9%88%DB%8E%D9%86%DB%95%D9%88%D8%A7%D8%B1%DB%8C_%DA%A9%DB%95%D8%B1%DA%A9%D9%88%D8%A7%D9%86,46.0,1.0,751.0
25,Basilique de Saint-Augustin,Saint Augustin Basilica,0,7.744722222,36.88194444,0,http://commons.wikimedia.org/wiki/Special:FilePath/Basilique%20saint%20augustin%20annaba%204.jpg,Q1015167,"https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%8A%D9%84%D9%8A%D9%83%D8%A7_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%A3%D9%88%D8%BA%D8%B3%D8%B7%D9%8A%D9%86%D9%88%D8%B3; https://arz.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%8A%D9%84%D9%8A%D9%83%D8%A7_%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D8%B3_%D8%A7%D9%88%D8%AC%D8%B3%D8%B7%D9%8A%D9%86%D9%88%D8%B3; https://commons.wikimedia.org/wiki/Category:Basilica_of_Saint_Augustine; https://de.wikipedia.org/wiki/Augustinusbasilika; https://en.wikipedia.org/wiki/Saint_Augustin_Basilica; https://es.wikipedia.org/wiki/Bas%C3%ADlica_de_San_Agust%C3%ADn_(Annaba); https://fr.wikipedia.org/wiki/Basilique_Saint-Augustin_d%27Annaba; https://ha.wikipedia.org/wiki/Basilica_na_St_Augustine; https://id.wikipedia.org/wiki/Basilika_Santo_Agustinus,_Annaba; https://it.wikipedia.org/wiki/Basilica_di_Sant%27Agostino_(Annaba); https://nl.wikipedia.org/wiki/Sint-Augustinusbasiliek_(Annaba); https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D0%BA%D0%B0_%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE_%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B8%D0%BD%D0%B0_(%D0%90%D0%BD%D0%BD%D0%B0%D0%B1%D0%B0); https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%B7%D0%B8%D0%BB%D1%96%D0%BA%D0%B0_%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE_%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B8%D0%BD%D0%B0_(%D0%90%D0%BD%D0%BD%D0%B0%D0%B1%D0%B0); https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_cung_th%C3%A1nh_%C4%91%C6%B0%E1%BB%9Dng_Th%C3%A1nh_Augustin%C3%B4; https://zh.wikipedia.org/wiki/%E5%9C%A3%E5%A5%A5%E6%96%AF%E5%AE%9A%E5%9C%A3%E6%AE%BF_(%E5%AE%89%E7%BA%B3%E5%B7%B4)",15.0,https://ha.wikipedia.org/wiki/Basilica_na_St_Augustine,194.0,1.0,194.0
26,Ãglise Saint-FÃ©lix de Schuiggui,Saint Felix Church (Schuiggui),0,9.806278,36.879809,0,http://commons.wikimedia.org/wiki/Special:FilePath/Eglise%20de%20Schuiggui.jpg,Q30744371,https://commons.wikimedia.org/wiki/Category:Saint_Felix_Church_(Schuiggui); https://fr.wikipedia.org/wiki/%C3%89glise_Saint-F%C3%A9lix_de_Schuiggui,2.0,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-F%C3%A9lix_de_Schuiggui,1127.0,12.0,29809.0
